,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Rolling mean Adj Close 20,Rolling mean Adj Close 20,Rolling mean Adj Close 20,Rolling mean Adj Close 20,Rolling mean Adj Close 20,Rolling mean Adj Close 20,Rolling mean Adj Close 20,Rolling std Adj Close 20,Rolling std Adj Close 20,Rolling std Adj Close 20,Rolling std Adj Close 20,Rolling std Adj Close 20,Rolling std Adj Close 20,Rolling std Adj Close 20
,AAL,AAPL,F,GOOG,MSFT,SPY,TSLA,AAL,AAPL,F,GOOG,MSFT,SPY,TSLA,AAL,AAPL,F,GOOG,MSFT,SPY,TSLA,AAL,AAPL,F,GOOG,MSFT,SPY,TSLA,AAL,AAPL,F,GOOG,MSFT,SPY,TSLA,AAL,AAPL,F,GOOG,MSFT,SPY,TSLA,TSLA,SPY,AAPL,GOOG,MSFT,AAL,F,TSLA,SPY,AAPL,GOOG,MSFT,AAL,F
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,4.93996524810791,6.102982997894287,7.099586486816406,273.9780578613281,22.6145076751709,88.15021514892578,,5.239999771118164,7.0625,10.520000457763672,273.9780578613281,28.959999084472656,109.20999908447266,,5.519999980926514,7.410714149475098,11.119999885559082,284.234619140625,30.200000762939453,111.73999786376953,,5.110000133514404,7.041428565979004,10.40999984741211,266.43133544921875,28.84000015258789,109.08999633789062,,5.480000019073486,7.385000228881836,11.010000228881836,281.1960144042969,30.0,111.19999694824219,,11463400,881767600,161530100,13651700,102004600,345942400,,,,,,,,,,,,,,,
2010-01-25,4.921110153198242,6.267168998718262,7.443765640258789,268.99176025390625,22.895631790161133,88.6021957397461,,5.21999979019165,7.252500057220459,11.029999732971191,268.99176025390625,29.31999969482422,109.7699966430664,,5.5,7.310714244842529,11.100000381469727,273.9132995605469,29.65999984741211,110.41000366210938,,5.150000095367432,7.1496429443359375,10.609999656677246,266.755126953125,29.100000381469727,109.41000366210938,,5.340000152587891,7.232500076293945,10.729999542236328,272.2744445800781,29.239999771118164,110.20999908447266,,8168200,1065699600,121621500,8872800,63373000,186937500,,,,,,,,,,,,,,,
2010-01-26,4.760843276977539,6.355742931365967,7.551746368408203,270.1972351074219,23.036182403564453,88.23088836669922,,5.050000190734863,7.355000019073486,11.1899995803833,270.1972351074219,29.5,109.30999755859375,,5.28000020980835,7.632500171661377,11.460000038146973,273.7738342285156,29.850000381469727,110.47000122070312,,5.050000190734863,7.235000133514404,11.069999694824219,267.1436767578125,29.09000015258789,109.04000091552734,,5.210000038146973,7.3553571701049805,11.170000076293945,267.98052978515625,29.200000762939453,109.33999633789062,,8787500,1867110000,108250500,8743600,66639900,211168800,,,,,,,,,,,,,,,
2010-01-27,4.581724166870117,6.415616989135742,7.794694900512695,270.037841796875,23.168941497802734,88.65064239501953,,4.860000133514404,7.424285888671875,11.550000190734863,270.037841796875,29.670000076293945,109.83000183105469,,5.170000076293945,7.520714282989502,11.619999885559082,272.8024597167969,29.81999969482422,110.08000183105469,,4.46999979019165,7.126071453094482,11.220000267028809,266.655517578125,29.020000457763672,108.33000183105469,,5.099999904632568,7.387499809265137,11.569999694824219,269.6243896484375,29.350000381469727,109.16999816894531,,21655400,1722568400,105091600,7958400,63949500,271863600,,,,,,,,,,,,,,,
2010-01-28,4.8456902503967285,6.150510311126709,7.7002177238464355,266.14739990234375,22.77068328857422,87.63362884521484,,5.139999866485596,7.117499828338623,11.40999984741211,266.14739990234375,29.15999984741211,108.56999969482422,,5.21999979019165,7.339285850524902,11.949999809265137,272.4786682128906,29.8700008392334,110.25,,4.710000038146973,7.096428394317627,11.270000457763672,264.3092956542969,28.889999389648438,107.91000366210938,,4.989999771118164,7.3189287185668945,11.899999618530273,271.2283630371094,29.84000015258789,110.19000244140625,,19157300,1173502400,203320000,6482300,117513700,316104000,,,,,,,,,,,,,,,
2010-01-29,5.005957126617432,5.927377223968506,7.315540790557861,263.98052978515625,22.005414962768555,86.68115234375,,5.309999942779541,6.859285831451416,10.84000015258789,263.98052978515625,28.18000030517578,107.38999938964844,,5.610000133514404,7.221428394317627,11.609999656677246,269.4848937988281,29.920000076293945,109.80000305175781,,5.170000076293945,6.794642925262451,10.699999809265137,261.8236083984375,27.65999984741211,107.22000122070312,,5.230000019073486,7.1814284324646,11.600000381469727,268.23956298828125,29.899999618530273,109.04000091552734,,19094600,1245952400,159741200,8311900,193888500,310677600,,4.937136888504028,6.415184211730957,7.624630761146546,289.25081329345704,23.554303646087646,90.6919490814209,,0.2545879024883465,0.18191875425797607,0.3728712071300592,15.292018048403387,0.6229451837318748,1.9907795757264326,
2010-02-01,5.279351711273193,6.00977897644043,7.5045037269592285,265.5147705078125,22.185012817382812,88.02911376953125,,5.599999904632568,6.9546427726745605,11.119999885559082,265.5147705078125,28.40999984741211,109.05999755859375,,5.630000114440918,7.0,11.180000305175781,266.9045715332031,28.479999542236328,109.06999969482422,,5.349999904632568,6.8321428298950195,10.930000305175781,264.15985107421875,27.920000076293945,107.5,,5.429999828338623,6.870357036590576,11.140000343322754,266.3018493652344,28.389999389648438,108.1500015258789,,10965100,749876400,82748200,4518400,85931100,187865000,,4.972960996627807,6.390494441986084,7.662423086166382,287.0849304199219,23.473481464385987,90.59589614868165,,0.24951032155315586,0.20172194512421449,0.3128949276698421,15.439541895425844,0.6903996439916914,2.073095816646231,
2010-02-02,5.618739604949951,6.044654846191406,7.686717510223389,264.5683288574219,22.22406005859375,89.09456634521484,,5.960000038146973,6.994999885559082,11.390000343322754,264.5683288574219,28.459999084472656,110.37999725341797,,6.0,7.011428356170654,11.520000457763672,266.4811706542969,28.5,110.58999633789062,,5.619999885559082,6.906428337097168,11.1899995803833,262.81988525390625,28.139999389648438,108.87999725341797,,5.650000095367432,6.996785640716553,11.260000228881836,266.4811706542969,28.3700008392334,109.26000213623047,,14363700,698342400,119714900,8223000,54413700,216327900,,5.029054164886475,6.362487125396728,7.699878144264221,284.703108215332,23.376260852813722,90.47683982849121,,0.26260807854493023,0.2091502322087119,0.26231251587029675,15.029337874223383,0.7234924927873515,2.088228410679165,
2010-02-03,5.335916996002197,6.1486592292785645,7.8554368019104,269.40020751953125,22.356807708740234,88.65064239501953,,5.659999847412109,7.115356922149658,11.640000343322754,269.40020751953125,28.6299991607666,109.83000183105469,,5.980000019073486,7.150000095367432,11.65999984741211,270.037841796875,28.790000915527344,110.4800033569336,,5.650000095367432,6.9435715675354,11.420000076293945,263.12872314453125,28.1200008392334,109.51000213623047,,5.940000057220459,6.9703569412231445,11.489999771118164,263.347900390625,28.260000228881836,109.87999725341797,,9137400,615328000,90125500,6020500,61397900,172730700,,5.045552158355713,6.339109134674072,7.722823691368103,282.6316223144531,23.285287284851073,90.3234790802002,,0.27130141555855886,0.20539364603481378,0.2543304096852688,14.062802841469761,0.7319447103888747,2.1048533162579464,
2010-02-04,5.1756510734558105,5.9270710945129395,7.464012622833252,262.40643310546875,21.73991584777832,85.91433715820312,,5.489999771118164,6.858928680419922,11.0600004196167,262.40643310546875,27.84000015258789,106.44000244140625,,5.820000171661377,7.0846428871154785,11.529999732971191,267.9954833984375,28.5,109.02999877929688,,5.46999979019165,6.841785907745361,11.0,261.7987060546875,27.809999465942383,106.41999816894531,,5.820000171661377,7.026071548461914,11.489999771118164,267.4973449707031,28.3799991607666,108.9800033569336,,11591200,757652000,129792200,6780600,77850000,356715700,,5.064406967163086,6.309913682937622,7.712363338470459,280.602229309082,23.170887756347657,90.03007469177246,,0.2662895839652715,0.22061310102365364,0.2607004148946214,13.897249338626441,0.7865334597109259,2.2914949036822287,
2010-02-05,5.5527472496032715,6.032309532165527,7.3627800941467285,264.65301513671875,21.880474090576172,86.09196472167969,,5.889999866485596,6.980714321136475,10.90999984741211,264.65301513671875,28.020000457763672,106.66000366210938,,6.03000020980835,7.0,11.109999656677246,265.7538757324219,28.280000686645508,106.87999725341797,,5.429999828338623,6.816071510314941,10.489999771118164,260.2545166015625,27.56999969482422,104.58000183105469,,5.5,6.879642963409424,10.970000267028809,263.2134094238281,28.0,106.55999755859375,,18555800,850306800,181535200,6335600,80960100,493585800,,5.095046067237854,6.286581921577453,7.687055683135986,279.03784332275393,23.07601022720337,89.72617874145507,,0.2857592019961515,0.22421518815965916,0.2691325436264915,13.840632123939738,0.823042496300297,2.3935318698850288,
